""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
"iris"	1
"setosa"	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
""	1
